frame,Red,Red2,Green,LightGreen,Yellow,Blue,Orange,Total
774,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0
777,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,1,1
828,0,0,0,0,0,0,1,1
829,0,0,0,0,0,0,1,1
830,0,0,0,0,0,0,1,1
831,0,0,0,0,0,0,1,1
832,0,0,0,0,0,0,1,1
833,0,0,0,0,0,0,1,1
834,0,0,0,1,0,0,1,2
835,0,0,0,0,0,0,1,1
836,0,0,0,0,0,0,1,1
837,0,0,0,1,0,0,1,2
838,0,0,0,0,0,0,1,1
839,0,0,0,0,0,0,1,1
840,0,0,0,0,0,0,1,1
841,0,0,0,1,1,0,1,3
842,0,0,0,1,1,0,1,3
843,0,0,0,1,1,0,1,3
844,0,0,0,1,1,0,1,3
845,0,0,0,1,1,0,1,3
846,0,0,0,1,1,0,1,3
847,0,0,0,1,1,0,1,3
848,0,0,0,1,1,0,1,3
849,0,0,0,1,1,0,1,3
850,0,0,0,1,1,0,1,3
851,0,0,0,1,1,0,1,3
852,0,0,0,1,1,0,1,3
853,0,0,0,1,1,0,1,3
854,0,0,0,1,1,0,1,3
855,0,0,0,1,1,0,1,3
856,0,0,0,1,1,0,1,3
857,0,0,0,1,1,0,1,3
858,0,0,0,1,1,0,1,3
859,0,0,0,1,1,0,1,3
860,0,0,0,1,1,0,1,3
861,0,0,0,0,1,0,1,2
862,0,0,0,0,1,0,1,2
863,0,0,0,0,1,0,1,2
864,0,0,0,0,1,0,1,2
865,0,0,0,0,1,0,1,2
866,0,0,0,0,1,0,1,2
867,0,0,0,0,1,0,1,2
868,0,0,0,0,1,0,1,2
869,0,0,0,0,1,0,1,2
870,0,0,0,0,1,0,1,2
871,0,0,0,0,1,0,1,2
872,0,0,0,0,1,0,1,2
873,0,0,0,0,1,0,1,2
874,0,0,0,0,1,0,1,2
875,0,0,0,0,1,0,1,2
876,0,0,0,0,1,0,1,2
877,0,0,0,0,1,0,1,2
878,0,0,0,0,1,0,1,2
879,0,0,0,0,1,0,1,2
880,0,0,0,0,1,0,1,2
881,0,0,0,0,1,0,1,2
882,0,0,0,0,1,0,1,2
883,0,0,0,0,1,0,1,2
884,0,0,0,0,1,0,1,2
885,0,0,0,0,1,0,1,2
886,0,0,0,0,1,0,1,2
887,0,0,0,0,1,0,1,2
888,0,0,0,0,1,0,1,2
889,0,0,0,0,1,0,1,2
890,0,0,0,0,1,0,1,2
891,0,0,0,0,1,0,1,2
892,0,0,0,0,1,0,1,2
893,0,0,0,0,1,0,1,2
894,0,0,0,0,1,0,1,2
895,0,0,0,0,1,0,1,2
896,0,0,0,0,1,0,1,2
897,0,0,0,0,1,0,1,2
898,0,0,0,0,1,0,1,2
899,0,0,0,0,1,0,1,2
900,0,0,0,0,1,0,1,2
901,0,0,0,0,1,0,1,2
902,0,0,0,0,1,0,1,2
903,0,0,0,0,1,0,1,2
904,0,0,0,0,1,0,1,2
905,0,0,0,0,1,0,1,2
906,0,0,0,0,1,0,1,2
907,0,0,0,0,1,0,1,2
908,0,0,0,0,1,0,1,2
909,0,0,0,0,1,0,1,2
910,0,0,0,0,1,0,1,2
911,0,0,0,0,1,0,1,2
912,0,0,0,0,1,0,1,2
913,0,0,0,0,1,0,1,2
914,0,0,0,0,1,0,1,2
915,0,0,0,0,1,0,1,2
916,0,0,0,0,1,0,1,2
917,0,0,0,0,1,0,1,2
918,0,0,0,0,1,0,1,2
919,0,0,0,0,1,0,1,2
920,0,0,0,0,1,0,1,2
921,0,0,0,0,1,0,1,2
922,0,0,0,0,1,0,1,2
923,0,0,0,0,1,0,1,2
924,0,0,0,0,1,0,1,2
925,0,0,0,0,1,0,1,2
926,0,0,0,0,1,0,1,2
927,0,0,0,0,1,0,1,2
928,0,0,0,0,1,0,1,2
929,0,0,0,0,1,0,1,2
930,0,0,0,0,1,0,1,2
931,0,0,0,0,1,0,0,1
932,0,0,0,0,1,0,0,1
933,0,0,0,0,1,0,0,1
934,0,0,0,0,1,0,0,1
935,0,0,0,0,1,0,0,1
936,0,0,0,0,1,0,0,1
937,0,0,0,0,1,0,0,1
938,0,0,0,0,1,0,0,1
939,0,0,0,0,1,0,0,1
940,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0
948,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,0,0
952,0,0,0,0,0,0,0,0
953,0,0,0,0,0,0,0,0
954,0,0,0,0,0,0,0,0
955,0,0,0,0,0,0,0,0
956,0,0,0,0,0,0,0,0
957,0,0,0,0,0,0,0,0
958,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,0,0
968,0,0,0,0,0,0,0,0
969,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,0
974,0,0,0,0,0,0,0,0
975,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0
977,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,0,0
981,0,0,0,0,1,0,0,1
982,0,0,0,0,1,0,0,1
983,0,0,0,0,1,0,0,1
984,0,0,0,0,1,0,0,1
985,0,0,0,0,1,0,0,1
986,0,0,0,0,1,0,0,1
987,0,0,0,0,1,0,0,1
988,0,0,0,0,1,0,0,1
989,0,0,0,0,1,0,0,1
990,0,0,0,0,1,0,0,1
991,0,0,0,0,1,0,0,1
992,0,0,0,0,1,0,0,1
993,0,0,0,0,1,0,0,1
994,0,0,0,0,1,0,0,1
995,0,0,0,0,1,0,0,1
996,0,0,0,0,1,0,0,1
997,0,0,0,0,1,0,0,1
998,0,0,0,0,1,0,0,1
999,0,0,0,0,1,0,0,1
1000,0,0,0,0,1,0,0,1
1001,0,0,0,0,1,0,0,1
1002,0,0,0,0,0,0,0,0
1003,0,0,0,0,0,0,0,0
1004,0,0,0,0,0,0,0,0
1005,0,0,0,0,0,0,0,0
1006,0,0,0,0,0,0,0,0
1007,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,0,0
1009,0,0,0,0,0,0,0,0
1010,0,0,0,0,1,0,0,1
1011,0,0,0,0,1,0,0,1
1012,0,0,0,0,1,0,0,1
1013,0,0,0,0,1,0,0,1
1014,0,0,0,0,1,0,0,1
1015,0,0,0,0,1,0,0,1
1016,0,0,0,0,1,0,0,1
1017,0,0,0,0,1,0,0,1
1018,0,0,0,0,1,0,0,1
1019,0,0,0,0,1,0,0,1
1020,0,0,0,0,1,0,0,1
1021,0,0,0,0,1,0,0,1
1022,0,0,0,0,1,0,0,1
1023,0,0,0,0,1,0,0,1
1024,0,0,0,0,1,0,0,1
1025,0,0,0,0,1,0,0,1
1026,0,0,0,0,1,0,0,1
1027,0,0,0,0,1,0,0,1
1028,0,0,0,0,1,0,0,1
1029,0,0,0,0,1,0,0,1
1030,0,0,0,0,1,0,0,1
1031,0,0,0,0,1,0,0,1
1032,0,0,0,0,1,0,0,1
1033,0,0,0,0,1,0,0,1
1034,0,0,0,0,1,0,0,1
1035,0,0,0,0,1,0,0,1
1036,0,0,0,0,1,0,0,1
1037,0,0,0,0,0,0,0,0
1038,1,0,0,0,1,0,0,2
1039,1,0,0,0,1,0,0,2
1040,1,0,0,0,1,0,0,2
1041,1,0,0,0,1,0,1,3
1042,1,0,0,0,1,0,1,3
1043,1,0,0,0,1,0,1,3
1044,1,0,0,0,1,0,1,3
1045,1,0,0,0,1,0,1,3
1046,1,0,0,0,1,0,1,3
1047,1,0,0,0,1,0,1,3
1048,1,0,0,0,1,0,1,3
1049,1,0,0,0,1,0,1,3
1050,1,0,0,0,1,0,1,3
1051,1,0,0,0,1,0,1,3
1052,1,0,0,0,1,0,1,3
1053,1,0,0,0,1,0,1,3
1054,1,0,0,0,1,0,1,3
1055,1,0,0,0,1,0,1,3
1056,1,0,0,0,1,0,1,3
1057,1,0,0,0,1,0,1,3
1058,1,0,0,0,1,0,1,3
1059,1,0,0,0,1,0,1,3
1060,1,0,0,0,1,0,1,3
1061,1,0,0,0,1,0,1,3
1062,1,0,0,0,1,0,1,3
1063,1,0,0,0,1,0,1,3
1064,1,0,0,0,1,0,1,3
1065,1,0,0,0,1,0,1,3
1066,1,0,0,0,1,0,1,3
1067,1,0,0,0,1,0,1,3
1068,1,0,0,0,1,0,1,3
1069,1,0,0,0,1,0,1,3
1070,1,0,0,0,1,0,1,3
1071,1,0,0,0,1,0,1,3
1072,1,0,0,0,1,0,1,3
1073,1,0,0,0,1,0,1,3
1074,1,0,0,0,1,0,1,3
1075,1,0,0,0,1,0,1,3
1076,1,0,0,0,1,0,1,3
1077,1,0,0,0,1,0,1,3
1078,1,0,0,0,1,0,1,3
1079,1,0,0,0,1,0,1,3
1080,1,0,0,0,1,0,1,3
1081,1,0,0,0,1,0,1,3
1082,1,0,0,0,1,0,1,3
1083,1,0,0,0,1,0,1,3
1084,1,0,0,0,1,0,1,3
1085,1,0,0,0,1,0,1,3
1086,1,0,0,0,1,0,1,3
1087,1,0,0,0,1,0,1,3
1088,1,0,0,0,1,0,1,3
1089,1,0,0,0,1,0,1,3
1090,1,0,0,0,1,0,1,3
1091,1,0,0,0,1,0,1,3
1092,1,0,0,0,1,0,1,3
1093,1,0,0,0,1,0,1,3
1094,1,0,0,0,1,0,1,3
1095,1,0,0,0,0,0,1,2
1096,1,0,0,0,0,0,1,2
1097,1,0,0,0,0,0,1,2
1098,1,0,0,0,0,0,1,2
1099,1,0,0,0,0,0,1,2
1100,1,0,0,0,0,0,1,2
1101,1,0,0,0,0,0,1,2
1102,1,0,0,0,0,0,1,2
1103,1,0,0,0,0,0,1,2
1104,1,0,0,0,0,0,1,2
1105,1,0,0,0,0,0,1,2
1106,1,0,0,0,0,0,1,2
1107,1,0,0,0,0,0,1,2
1108,1,0,0,0,0,0,1,2
1109,1,0,0,0,0,0,1,2
1110,1,0,0,0,0,0,1,2
1111,1,0,0,0,0,0,1,2
1112,1,0,0,0,0,0,1,2
1113,1,0,0,0,0,0,1,2
1114,1,0,0,0,0,0,1,2
1115,1,0,0,0,0,0,1,2
1116,1,0,0,0,0,0,1,2
1117,1,0,0,0,0,0,1,2
1118,1,0,0,0,0,0,1,2
1119,1,0,0,0,0,0,1,2
1120,1,0,0,0,0,0,1,2
1121,1,0,0,0,0,0,1,2
1122,1,0,0,0,0,0,1,2
1123,1,0,0,0,0,0,1,2
1124,1,0,0,0,0,0,1,2
1125,1,0,0,0,0,0,1,2
1126,1,0,0,0,0,0,1,2
1127,1,0,0,0,0,0,1,2
1128,1,0,0,0,0,0,1,2
1129,1,0,0,0,0,0,1,2
1130,1,0,0,0,0,0,1,2
1131,1,0,0,0,0,0,1,2
1132,1,0,0,0,0,0,1,2
1133,1,0,0,0,0,0,1,2
1134,1,0,0,0,0,0,1,2
1135,1,0,0,0,0,0,1,2
1136,1,0,0,0,0,0,1,2
1137,1,0,0,0,0,0,1,2
1138,1,0,0,0,0,0,1,2
1139,1,0,0,0,0,0,1,2
1140,1,0,0,0,0,0,1,2
1141,1,0,0,0,0,0,1,2
1142,1,0,0,0,0,0,1,2
1143,1,0,0,0,0,0,1,2
1144,1,0,0,0,0,0,1,2
1145,1,0,0,0,0,0,1,2
1146,1,0,0,0,0,0,1,2
1147,1,0,0,0,0,0,1,2
1148,1,0,0,0,0,0,1,2
1149,1,0,0,0,0,0,1,2
1150,1,0,0,0,0,0,1,2
1151,1,0,0,0,0,0,1,2
1152,1,0,0,0,0,0,1,2
1153,1,0,0,0,0,0,1,2
1154,0,0,0,0,0,0,1,1
1155,0,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0
1157,0,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0,0
1159,0,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,0
1162,0,0,0,0,0,0,0,0
1163,0,0,0,0,0,0,0,0
1164,0,0,0,0,0,0,0,0
1165,0,0,0,0,0,0,0,0
1166,0,0,0,0,0,0,0,0
1167,0,0,0,0,0,0,0,0
1168,0,0,0,0,0,0,0,0
1169,0,0,0,0,0,0,0,0
1170,0,0,0,0,0,0,0,0
1171,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,0
1173,0,0,0,0,0,0,0,0
1174,0,0,0,0,0,0,0,0
1175,0,0,0,0,0,0,0,0
1176,0,0,0,0,0,0,0,0
1177,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,0,0
1179,0,0,0,0,0,0,0,0
1180,0,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,1,1
1182,0,0,0,0,0,0,1,1
1183,0,0,0,0,0,0,1,1
1184,0,0,0,0,0,0,1,1
1185,0,0,0,0,0,0,1,1
1186,0,0,0,0,0,0,1,1
1187,0,0,0,0,0,0,1,1
1188,0,0,0,0,0,0,1,1
1189,0,0,0,0,0,0,1,1
1190,0,0,0,0,0,0,1,1
1191,0,0,0,0,0,0,1,1
1192,0,0,0,1,0,0,1,2
1193,0,0,0,1,0,0,1,2
1194,0,0,0,1,0,0,1,2
1195,0,0,0,1,0,0,1,2
1196,0,0,0,1,0,0,1,2
1197,0,0,0,1,0,0,1,2
1198,0,0,0,1,0,0,1,2
1199,0,0,0,1,0,0,1,2
1200,0,0,0,1,0,0,1,2
1201,0,0,0,0,0,0,1,1
1202,0,0,0,0,0,0,1,1
1203,0,0,0,0,0,0,1,1
1204,0,0,0,0,0,0,1,1
1205,0,0,0,0,0,0,1,1
1206,0,0,0,0,0,0,1,1
1207,0,0,0,0,0,0,1,1
1208,0,0,0,0,0,0,1,1
1209,0,0,0,1,0,0,1,2
1210,0,0,0,1,0,0,1,2
1211,0,0,0,1,0,0,1,2
1212,0,0,0,0,0,0,1,1
1213,0,0,0,0,0,0,1,1
1214,0,0,0,0,0,0,1,1
1215,0,0,0,1,0,0,1,2
1216,0,0,0,1,0,0,1,2
1217,0,0,0,1,0,0,1,2
1218,0,0,0,1,0,0,1,2
1219,0,0,0,1,0,0,1,2
1220,0,0,0,1,0,0,1,2
1221,0,0,0,1,0,0,1,2
1222,0,0,0,1,0,0,1,2
1223,0,0,0,1,0,0,1,2
1224,0,0,0,1,0,0,1,2
1225,0,0,0,1,0,0,1,2
1226,0,0,0,1,0,0,1,2
1227,0,0,0,1,0,0,1,2
1228,0,0,0,1,0,0,1,2
1229,0,0,0,1,0,0,1,2
1230,0,0,0,1,0,0,1,2
1231,0,0,0,1,0,0,1,2
1232,0,0,0,1,0,0,1,2
1233,0,0,0,1,0,0,1,2
1234,0,0,0,1,0,0,1,2
1235,0,0,0,1,0,0,1,2
1236,0,0,0,1,0,0,1,2
1237,0,0,0,1,0,0,1,2
1238,0,0,0,1,0,0,1,2
1239,0,0,0,1,0,0,1,2
1240,0,0,0,1,0,0,1,2
1241,0,0,0,1,0,0,1,2
1242,0,0,0,1,0,0,1,2
1243,0,0,0,1,0,0,1,2
1244,0,0,0,1,0,0,1,2
1245,0,0,0,1,0,0,1,2
1246,0,0,0,1,0,0,1,2
1247,0,0,0,1,0,0,1,2
1248,0,0,0,1,0,0,1,2
1249,0,0,0,1,0,0,1,2
1250,0,0,0,1,0,0,1,2
1251,0,0,0,1,0,0,1,2
1252,0,0,0,1,0,0,1,2
1253,0,0,0,1,0,0,1,2
1254,0,0,0,1,0,0,1,2
1255,0,0,0,1,0,0,1,2
1256,0,0,0,1,0,0,1,2
1257,0,0,0,1,0,0,1,2
1258,0,0,0,1,0,0,1,2
1259,0,0,0,1,0,0,1,2
1260,0,0,0,1,0,0,1,2
1261,0,0,0,1,0,0,1,2
1262,0,0,0,1,0,0,1,2
1263,0,0,0,1,0,0,1,2
1264,0,0,0,1,0,0,1,2
1265,0,0,0,1,0,0,1,2
1266,0,0,0,1,0,0,1,2
1267,0,0,0,1,0,0,1,2
1268,0,0,0,1,0,0,1,2
1269,0,0,0,1,0,0,1,2
1270,0,0,0,1,0,0,1,2
1271,0,0,0,1,0,0,1,2
1272,0,0,0,1,0,0,1,2
1273,0,0,0,1,0,0,1,2
1274,0,0,0,1,0,0,1,2
1275,0,0,0,1,0,0,1,2
1276,0,0,0,1,0,0,1,2
1277,0,0,0,1,0,0,1,2
1278,0,0,0,1,0,0,1,2
1279,0,0,0,1,0,0,1,2
1280,0,0,0,1,0,0,1,2
1281,0,0,0,1,0,0,1,2
1282,0,0,0,1,0,0,1,2
1283,0,0,0,1,0,0,1,2
1284,0,0,0,1,0,0,1,2
1285,0,0,0,1,0,0,1,2
1286,0,0,0,1,0,0,1,2
1287,0,0,0,1,0,0,1,2
1288,0,0,0,1,0,0,1,2
1289,0,0,0,1,0,0,1,2
1290,0,0,0,1,0,0,1,2
1291,0,0,0,1,0,0,1,2
1292,0,0,0,1,0,0,1,2
1293,0,0,0,1,0,0,1,2
1294,0,0,0,1,0,0,1,2
1295,0,0,0,1,0,0,1,2
1296,0,0,0,1,0,0,1,2
1297,0,0,0,1,0,0,1,2
1298,0,0,0,1,0,0,1,2
1299,0,0,0,1,0,0,1,2
1300,0,0,0,1,0,0,1,2
1301,0,0,0,1,0,0,1,2
1302,0,0,0,1,0,0,1,2
1303,0,0,0,1,0,0,1,2
1304,0,0,0,1,0,0,1,2
1305,0,0,0,1,0,0,1,2
1306,0,0,0,0,0,0,1,1
1307,0,0,0,0,0,0,1,1
1308,0,0,0,0,0,0,1,1
1309,0,0,0,0,0,0,1,1
1310,0,0,0,0,0,0,1,1
1311,0,0,0,0,0,0,1,1
1312,0,0,0,0,0,0,1,1
1313,0,0,0,0,0,0,1,1
1314,0,0,0,0,0,0,0,0
1315,0,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0
1317,0,0,0,0,0,0,0,0
1318,0,0,0,0,0,0,0,0
1319,0,0,0,0,0,0,0,0
1320,0,0,0,0,0,0,0,0
1321,0,0,0,0,0,0,0,0
1322,0,0,0,0,0,0,0,0
1323,0,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,0,0
1325,0,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0,0
1327,0,0,0,0,0,0,0,0
1328,0,0,0,0,0,0,0,0
1329,0,0,0,0,0,0,0,0
1330,0,0,0,0,0,0,0,0
1331,0,0,0,0,0,0,0,0
1332,0,0,0,0,0,0,0,0
1333,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,0,0
1336,0,0,0,0,0,0,0,0
1337,0,0,0,0,0,0,0,0
1338,0,0,0,0,0,0,0,0
1339,0,0,0,0,0,0,0,0
1340,0,0,0,0,0,0,0,0
1341,0,0,0,0,0,0,0,0
1342,0,0,0,0,0,0,0,0
1343,0,0,0,0,0,0,0,0
1344,0,0,0,0,0,0,0,0
1345,0,0,0,0,0,0,0,0
1346,0,0,0,0,0,0,0,0
1347,0,0,0,0,0,0,0,0
1348,0,0,0,0,0,0,0,0
1349,0,0,0,0,0,0,0,0
1350,0,0,0,0,0,0,0,0
1351,0,0,0,0,0,0,0,0
1352,0,0,0,0,0,0,0,0
1353,0,0,0,0,0,0,0,0
1354,0,0,0,0,0,0,0,0
1355,0,0,0,0,0,0,0,0
1356,0,0,0,0,0,0,0,0
1357,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,0,0,0
1360,0,0,0,0,0,0,0,0
1361,0,0,0,0,0,0,0,0
1362,0,0,0,0,0,0,0,0
1363,0,0,0,0,0,0,0,0
1364,0,0,0,0,0,0,0,0
1365,0,0,0,0,0,0,0,0
1366,0,0,0,0,0,0,0,0
1367,0,0,0,0,0,0,0,0
1368,0,0,0,0,0,0,0,0
1369,0,0,0,0,0,0,0,0
1370,0,0,0,0,0,0,0,0
1371,0,0,0,0,0,0,0,0
1372,0,0,0,0,0,0,0,0
1373,0,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,0,0
1375,0,0,0,0,0,0,0,0
1376,0,0,0,0,0,0,0,0
1377,0,0,0,0,0,0,0,0
1378,0,0,0,0,0,0,0,0
1379,0,0,0,0,0,0,0,0
1380,0,0,0,0,0,0,0,0
1381,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,0,0,0
1384,0,0,0,0,0,0,0,0
1385,0,0,0,0,0,0,0,0
1386,0,0,0,0,0,0,0,0
1387,0,0,0,0,0,0,0,0
1388,0,0,0,0,0,0,0,0
1389,0,0,0,0,0,0,0,0
1390,0,0,0,0,0,0,0,0
1391,0,0,0,0,0,0,0,0
1392,0,0,0,0,0,0,0,0
1393,0,0,0,0,0,0,0,0
1394,0,0,0,0,0,0,0,0
1395,0,0,0,0,0,0,0,0
1396,0,0,0,0,0,0,0,0
1397,0,0,0,0,0,0,0,0
1398,0,0,0,0,0,0,0,0
1399,0,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0,0
1401,0,0,0,0,0,0,0,0
1402,0,0,0,0,0,0,0,0
1403,0,0,0,0,0,0,0,0
1404,0,0,0,0,0,0,0,0
1405,0,0,0,0,0,0,0,0
1406,0,0,0,0,0,0,0,0
1407,0,0,0,0,0,0,0,0
1408,0,0,0,1,0,0,0,1
1409,0,0,0,1,0,0,0,1
1410,0,0,0,1,0,0,0,1
1411,0,0,0,1,0,0,0,1
1412,0,0,0,1,0,0,0,1
1413,0,0,0,1,0,0,0,1
1414,0,0,0,1,0,0,0,1
1415,0,0,0,1,0,0,0,1
1416,0,0,0,1,0,0,0,1
1417,0,0,0,1,0,0,0,1
1418,0,0,0,1,0,0,0,1
1419,0,0,0,1,0,0,0,1
1420,0,0,0,1,0,0,0,1
1421,0,0,0,1,0,0,0,1
1422,0,0,0,1,0,0,0,1
1423,0,0,0,1,0,0,0,1
1424,0,0,0,1,0,0,0,1
1425,0,0,0,1,0,0,0,1
1426,0,0,0,1,0,0,0,1
1427,0,0,0,1,0,0,0,1
1428,0,0,0,1,0,0,0,1
1429,0,0,0,1,0,0,0,1
1430,0,0,0,1,0,0,0,1
1431,0,0,0,1,0,0,0,1
1432,0,0,0,1,0,0,0,1
1433,0,0,0,1,0,0,0,1
1434,0,0,0,1,0,0,0,1
1435,0,0,0,1,0,0,0,1
1436,0,0,0,1,0,0,0,1
1437,0,0,0,1,0,0,0,1
1438,0,0,0,1,0,0,0,1
1439,0,0,0,1,0,0,0,1
1440,0,0,0,1,0,0,0,1
1441,0,0,0,1,0,0,0,1
1442,0,0,0,1,0,0,0,1
1443,0,0,0,1,0,0,0,1
1444,0,0,0,1,0,0,0,1
1445,0,0,0,1,0,0,0,1
1446,0,0,0,1,0,0,0,1
1447,0,0,0,1,0,0,0,1
1448,0,0,0,1,0,0,0,1
1449,0,0,0,1,0,0,0,1
1450,0,0,0,1,0,0,0,1
1451,0,0,0,1,0,0,0,1
1452,0,0,0,1,0,0,0,1
1453,0,0,0,1,0,0,0,1
1454,0,0,0,1,0,0,0,1
1455,0,0,0,1,0,0,0,1
1456,0,0,0,1,0,0,0,1
1457,0,0,0,1,0,0,0,1
1458,0,0,0,1,0,0,0,1
1459,0,0,0,1,0,0,0,1
1460,0,0,0,1,0,0,0,1
1461,0,0,0,1,0,0,0,1
1462,0,0,0,1,0,0,0,1
1463,0,0,0,1,0,0,0,1
1464,0,0,0,1,0,0,0,1
1465,0,0,0,1,0,0,0,1
1466,0,0,0,1,0,0,0,1
1467,0,0,0,1,0,0,0,1
1468,0,0,0,1,0,0,0,1
1469,0,0,0,1,0,0,0,1
1470,0,0,0,1,0,0,0,1
1471,0,0,0,1,0,0,0,1
1472,0,0,0,1,0,0,0,1
1473,0,0,0,1,0,0,0,1
1474,0,0,0,1,0,0,0,1
1475,0,0,0,1,0,0,0,1
1476,0,0,0,1,0,0,0,1
1477,0,0,0,1,0,0,0,1
1478,0,0,0,1,0,0,0,1
1479,0,0,0,1,0,0,0,1
1480,0,0,0,1,0,0,0,1
1481,0,0,0,1,0,0,0,1
1482,0,0,0,1,0,0,0,1
1483,0,0,0,1,0,0,0,1
1484,0,0,0,1,0,0,0,1
1485,0,0,0,1,0,0,0,1
1486,0,0,0,1,0,0,0,1
1487,0,0,0,1,0,0,0,1
1488,0,0,0,1,0,0,0,1
1489,0,0,0,1,0,0,0,1
1490,0,0,0,1,0,0,0,1
1491,0,0,0,1,0,0,0,1
1492,0,0,0,1,0,0,0,1
1493,0,0,0,1,0,0,0,1
1494,0,0,0,1,0,0,0,1
1495,0,0,0,1,0,0,0,1
1496,0,0,0,1,0,0,0,1
1497,0,0,0,1,0,0,0,1
1498,0,0,0,1,0,0,0,1
1499,0,0,0,1,0,0,0,1
1500,0,0,0,1,0,0,0,1
1501,0,0,0,1,0,0,0,1
1502,0,0,0,1,0,0,0,1
1503,0,0,0,1,0,0,0,1
1504,0,0,0,1,0,0,0,1
1505,0,0,0,1,0,0,0,1
1506,0,0,0,1,0,0,0,1
1507,0,0,0,1,0,0,0,1
1508,0,0,0,1,0,0,0,1
1509,0,0,0,1,0,0,0,1
1510,0,0,0,1,0,0,0,1
1511,0,0,0,1,0,0,0,1
1512,0,0,0,1,0,0,0,1
1513,0,0,0,2,0,0,0,2
1514,0,0,0,2,0,0,0,2
1515,0,0,0,2,0,0,0,2
1516,0,0,0,2,0,0,0,2
1517,0,0,0,2,0,0,0,2
1518,0,0,0,2,0,0,0,2
1519,0,0,0,2,0,0,0,2
